image_path,coordinate_path,simulated,source
image/deepspot_52.tif,csv/deepspot_52.csv,True,deepspot
image/RCA_1056.tif,csv/RCA_1056.csv,False,RCA
image/deepspot_318.tif,csv/deepspot_318.csv,True,deepspot
image/simfish_152.tif,csv/simfish_152.csv,True,simfish
image/deepblink_476.tif,csv/deepblink_476.csv,False,deepblink
image/deepspot_244.tif,csv/deepspot_244.csv,True,deepspot
image/RCA_953.tif,csv/RCA_953.csv,False,RCA
image/deepblink_429.tif,csv/deepblink_429.csv,False,deepblink
image/deepblink_580.tif,csv/deepblink_580.csv,False,deepblink
image/deepblink_564.tif,csv/deepblink_564.csv,False,deepblink
image/deepspot_247.tif,csv/deepspot_247.csv,True,deepspot
image/RCA_748.tif,csv/RCA_748.csv,False,RCA
image/simfish_331.tif,csv/simfish_331.csv,True,simfish
image/deepblink_370.tif,csv/deepblink_370.csv,False,deepblink
image/deepspot_12.tif,csv/deepspot_12.csv,True,deepspot
image/deepblink_247.tif,csv/deepblink_247.csv,False,deepblink
image/RCA_211.tif,csv/RCA_211.csv,False,RCA
image/RCA_660.tif,csv/RCA_660.csv,False,RCA
image/deepblink_351.tif,csv/deepblink_351.csv,False,deepblink
image/deepblink_49.tif,csv/deepblink_49.csv,False,deepblink
image/RCA_328.tif,csv/RCA_328.csv,False,RCA
image/deepspot_495.tif,csv/deepspot_495.csv,True,deepspot
image/RCA_1012.tif,csv/RCA_1012.csv,False,RCA
image/RCA_886.tif,csv/RCA_886.csv,False,RCA
image/deepblink_630.tif,csv/deepblink_630.csv,False,deepblink
image/deepblink_174.tif,csv/deepblink_174.csv,False,deepblink
image/RCA_378.tif,csv/RCA_378.csv,False,RCA
image/simfish_310.tif,csv/simfish_310.csv,True,simfish
image/deepblink_508.tif,csv/deepblink_508.csv,False,deepblink
image/RCA_71.tif,csv/RCA_71.csv,False,RCA
image/simfish_359.tif,csv/simfish_359.csv,True,simfish
image/RCA_897.tif,csv/RCA_897.csv,False,RCA
image/simfish_36.tif,csv/simfish_36.csv,True,simfish
image/deepblink_93.tif,csv/deepblink_93.csv,False,deepblink
image/simfish_184.tif,csv/simfish_184.csv,True,simfish
image/simfish_173.tif,csv/simfish_173.csv,True,simfish
image/RCA_879.tif,csv/RCA_879.csv,False,RCA
image/deepblink_401.tif,csv/deepblink_401.csv,False,deepblink
image/RCA_184.tif,csv/RCA_184.csv,False,RCA
image/RCA_155.tif,csv/RCA_155.csv,False,RCA
image/deepblink_162.tif,csv/deepblink_162.csv,False,deepblink
image/RCA_93.tif,csv/RCA_93.csv,False,RCA
image/simfish_181.tif,csv/simfish_181.csv,True,simfish
image/simfish_148.tif,csv/simfish_148.csv,True,simfish
image/RCA_968.tif,csv/RCA_968.csv,False,RCA
image/RCA_730.tif,csv/RCA_730.csv,False,RCA
image/RCA_1228.tif,csv/RCA_1228.csv,False,RCA
image/RCA_370.tif,csv/RCA_370.csv,False,RCA
image/deepspot_43.tif,csv/deepspot_43.csv,True,deepspot
image/deepspot_298.tif,csv/deepspot_298.csv,True,deepspot
image/simfish_410.tif,csv/simfish_410.csv,True,simfish
image/RCA_331.tif,csv/RCA_331.csv,False,RCA
image/RCA_696.tif,csv/RCA_696.csv,False,RCA
image/RCA_432.tif,csv/RCA_432.csv,False,RCA
image/deepblink_59.tif,csv/deepblink_59.csv,False,deepblink
image/simfish_5.tif,csv/simfish_5.csv,True,simfish
image/simfish_194.tif,csv/simfish_194.csv,True,simfish
image/RCA_159.tif,csv/RCA_159.csv,False,RCA
image/RCA_49.tif,csv/RCA_49.csv,False,RCA
image/RCA_554.tif,csv/RCA_554.csv,False,RCA
image/deepspot_53.tif,csv/deepspot_53.csv,True,deepspot
image/deepblink_368.tif,csv/deepblink_368.csv,False,deepblink
image/deepspot_439.tif,csv/deepspot_439.csv,True,deepspot
image/RCA_172.tif,csv/RCA_172.csv,False,RCA
image/deepblink_248.tif,csv/deepblink_248.csv,False,deepblink
image/simfish_195.tif,csv/simfish_195.csv,True,simfish
image/simfish_106.tif,csv/simfish_106.csv,True,simfish
image/RCA_857.tif,csv/RCA_857.csv,False,RCA
image/deepblink_300.tif,csv/deepblink_300.csv,False,deepblink
image/deepblink_156.tif,csv/deepblink_156.csv,False,deepblink
image/deepspot_317.tif,csv/deepspot_317.csv,True,deepspot
image/simfish_298.tif,csv/simfish_298.csv,True,simfish
image/RCA_547.tif,csv/RCA_547.csv,False,RCA
image/RCA_993.tif,csv/RCA_993.csv,False,RCA
image/deepblink_343.tif,csv/deepblink_343.csv,False,deepblink
image/deepspot_358.tif,csv/deepspot_358.csv,True,deepspot
image/simfish_418.tif,csv/simfish_418.csv,True,simfish
image/deepblink_57.tif,csv/deepblink_57.csv,False,deepblink
image/RCA_830.tif,csv/RCA_830.csv,False,RCA
image/simfish_4.tif,csv/simfish_4.csv,True,simfish
image/deepspot_226.tif,csv/deepspot_226.csv,True,deepspot
image/RCA_961.tif,csv/RCA_961.csv,False,RCA
image/RCA_1219.tif,csv/RCA_1219.csv,False,RCA
image/deepspot_303.tif,csv/deepspot_303.csv,True,deepspot
image/RCA_308.tif,csv/RCA_308.csv,False,RCA
image/simfish_351.tif,csv/simfish_351.csv,True,simfish
image/deepspot_185.tif,csv/deepspot_185.csv,True,deepspot
image/simfish_112.tif,csv/simfish_112.csv,True,simfish
image/simfish_493.tif,csv/simfish_493.csv,True,simfish
image/simfish_370.tif,csv/simfish_370.csv,True,simfish
image/deepspot_205.tif,csv/deepspot_205.csv,True,deepspot
image/deepblink_420.tif,csv/deepblink_420.csv,False,deepblink
image/deepspot_425.tif,csv/deepspot_425.csv,True,deepspot
image/RCA_403.tif,csv/RCA_403.csv,False,RCA
image/deepblink_94.tif,csv/deepblink_94.csv,False,deepblink
image/RCA_617.tif,csv/RCA_617.csv,False,RCA
image/simfish_266.tif,csv/simfish_266.csv,True,simfish
image/deepspot_175.tif,csv/deepspot_175.csv,True,deepspot
image/deepblink_319.tif,csv/deepblink_319.csv,False,deepblink
image/RCA_1008.tif,csv/RCA_1008.csv,False,RCA
image/RCA_195.tif,csv/RCA_195.csv,False,RCA
image/deepblink_246.tif,csv/deepblink_246.csv,False,deepblink
image/deepspot_446.tif,csv/deepspot_446.csv,True,deepspot
image/RCA_1220.tif,csv/RCA_1220.csv,False,RCA
image/RCA_31.tif,csv/RCA_31.csv,False,RCA
image/RCA_636.tif,csv/RCA_636.csv,False,RCA
image/deepblink_617.tif,csv/deepblink_617.csv,False,deepblink
image/simfish_401.tif,csv/simfish_401.csv,True,simfish
image/deepspot_49.tif,csv/deepspot_49.csv,True,deepspot
image/simfish_258.tif,csv/simfish_258.csv,True,simfish
image/RCA_302.tif,csv/RCA_302.csv,False,RCA
image/simfish_144.tif,csv/simfish_144.csv,True,simfish
image/RCA_272.tif,csv/RCA_272.csv,False,RCA
image/RCA_399.tif,csv/RCA_399.csv,False,RCA
image/deepblink_83.tif,csv/deepblink_83.csv,False,deepblink
image/RCA_664.tif,csv/RCA_664.csv,False,RCA
image/deepblink_269.tif,csv/deepblink_269.csv,False,deepblink
image/deepspot_26.tif,csv/deepspot_26.csv,True,deepspot
image/RCA_688.tif,csv/RCA_688.csv,False,RCA
image/deepspot_463.tif,csv/deepspot_463.csv,True,deepspot
image/deepspot_293.tif,csv/deepspot_293.csv,True,deepspot
image/deepblink_187.tif,csv/deepblink_187.csv,False,deepblink
image/RCA_312.tif,csv/RCA_312.csv,False,RCA
image/deepblink_219.tif,csv/deepblink_219.csv,False,deepblink
image/deepblink_157.tif,csv/deepblink_157.csv,False,deepblink
image/deepblink_500.tif,csv/deepblink_500.csv,False,deepblink
image/simfish_295.tif,csv/simfish_295.csv,True,simfish
image/RCA_484.tif,csv/RCA_484.csv,False,RCA
image/RCA_1074.tif,csv/RCA_1074.csv,False,RCA
image/deepspot_383.tif,csv/deepspot_383.csv,True,deepspot
image/deepspot_337.tif,csv/deepspot_337.csv,True,deepspot
image/RCA_137.tif,csv/RCA_137.csv,False,RCA
image/RCA_1169.tif,csv/RCA_1169.csv,False,RCA
image/deepspot_396.tif,csv/deepspot_396.csv,True,deepspot
image/deepspot_233.tif,csv/deepspot_233.csv,True,deepspot
image/RCA_814.tif,csv/RCA_814.csv,False,RCA
image/simfish_201.tif,csv/simfish_201.csv,True,simfish
image/deepblink_450.tif,csv/deepblink_450.csv,False,deepblink
image/RCA_224.tif,csv/RCA_224.csv,False,RCA
image/simfish_239.tif,csv/simfish_239.csv,True,simfish
image/deepblink_215.tif,csv/deepblink_215.csv,False,deepblink
image/deepblink_493.tif,csv/deepblink_493.csv,False,deepblink
image/deepblink_241.tif,csv/deepblink_241.csv,False,deepblink
image/deepspot_159.tif,csv/deepspot_159.csv,True,deepspot
image/deepspot_351.tif,csv/deepspot_351.csv,True,deepspot
image/deepblink_112.tif,csv/deepblink_112.csv,False,deepblink
image/deepblink_120.tif,csv/deepblink_120.csv,False,deepblink
image/RCA_902.tif,csv/RCA_902.csv,False,RCA
image/simfish_453.tif,csv/simfish_453.csv,True,simfish
image/RCA_416.tif,csv/RCA_416.csv,False,RCA
image/deepspot_207.tif,csv/deepspot_207.csv,True,deepspot
image/deepspot_272.tif,csv/deepspot_272.csv,True,deepspot
image/deepspot_251.tif,csv/deepspot_251.csv,True,deepspot
image/RCA_322.tif,csv/RCA_322.csv,False,RCA
image/RCA_658.tif,csv/RCA_658.csv,False,RCA
image/deepspot_215.tif,csv/deepspot_215.csv,True,deepspot
image/RCA_826.tif,csv/RCA_826.csv,False,RCA
image/RCA_1201.tif,csv/RCA_1201.csv,False,RCA
image/deepblink_237.tif,csv/deepblink_237.csv,False,deepblink
image/deepspot_138.tif,csv/deepspot_138.csv,True,deepspot
image/RCA_809.tif,csv/RCA_809.csv,False,RCA
image/deepblink_540.tif,csv/deepblink_540.csv,False,deepblink
image/deepblink_551.tif,csv/deepblink_551.csv,False,deepblink
image/RCA_587.tif,csv/RCA_587.csv,False,RCA
image/deepspot_14.tif,csv/deepspot_14.csv,True,deepspot
image/deepspot_335.tif,csv/deepspot_335.csv,True,deepspot
image/deepblink_517.tif,csv/deepblink_517.csv,False,deepblink
image/RCA_694.tif,csv/RCA_694.csv,False,RCA
image/simfish_361.tif,csv/simfish_361.csv,True,simfish
image/RCA_173.tif,csv/RCA_173.csv,False,RCA
image/deepspot_130.tif,csv/deepspot_130.csv,True,deepspot
image/deepspot_127.tif,csv/deepspot_127.csv,True,deepspot
image/deepblink_278.tif,csv/deepblink_278.csv,False,deepblink
image/deepblink_91.tif,csv/deepblink_91.csv,False,deepblink
image/deepspot_113.tif,csv/deepspot_113.csv,True,deepspot
image/deepblink_263.tif,csv/deepblink_263.csv,False,deepblink
image/deepspot_80.tif,csv/deepspot_80.csv,True,deepspot
image/simfish_139.tif,csv/simfish_139.csv,True,simfish
image/RCA_570.tif,csv/RCA_570.csv,False,RCA
image/deepspot_15.tif,csv/deepspot_15.csv,True,deepspot
image/simfish_150.tif,csv/simfish_150.csv,True,simfish
image/deepblink_439.tif,csv/deepblink_439.csv,False,deepblink
image/deepspot_136.tif,csv/deepspot_136.csv,True,deepspot
image/simfish_254.tif,csv/simfish_254.csv,True,simfish
image/RCA_667.tif,csv/RCA_667.csv,False,RCA
image/simfish_54.tif,csv/simfish_54.csv,True,simfish
image/RCA_622.tif,csv/RCA_622.csv,False,RCA
image/RCA_1249.tif,csv/RCA_1249.csv,False,RCA
image/simfish_119.tif,csv/simfish_119.csv,True,simfish
image/RCA_430.tif,csv/RCA_430.csv,False,RCA
image/deepblink_570.tif,csv/deepblink_570.csv,False,deepblink
image/RCA_804.tif,csv/RCA_804.csv,False,RCA
image/simfish_182.tif,csv/simfish_182.csv,True,simfish
image/deepblink_417.tif,csv/deepblink_417.csv,False,deepblink
image/simfish_436.tif,csv/simfish_436.csv,True,simfish
image/RCA_1129.tif,csv/RCA_1129.csv,False,RCA
image/RCA_13.tif,csv/RCA_13.csv,False,RCA
image/deepspot_257.tif,csv/deepspot_257.csv,True,deepspot
image/RCA_925.tif,csv/RCA_925.csv,False,RCA
image/simfish_31.tif,csv/simfish_31.csv,True,simfish
image/RCA_360.tif,csv/RCA_360.csv,False,RCA
image/deepspot_345.tif,csv/deepspot_345.csv,True,deepspot
image/simfish_94.tif,csv/simfish_94.csv,True,simfish
image/RCA_1041.tif,csv/RCA_1041.csv,False,RCA
image/RCA_506.tif,csv/RCA_506.csv,False,RCA
image/RCA_106.tif,csv/RCA_106.csv,False,RCA
image/simfish_488.tif,csv/simfish_488.csv,True,simfish
image/deepblink_159.tif,csv/deepblink_159.csv,False,deepblink
image/RCA_704.tif,csv/RCA_704.csv,False,RCA
image/simfish_482.tif,csv/simfish_482.csv,True,simfish
image/RCA_1004.tif,csv/RCA_1004.csv,False,RCA
image/RCA_335.tif,csv/RCA_335.csv,False,RCA
image/RCA_385.tif,csv/RCA_385.csv,False,RCA
image/RCA_610.tif,csv/RCA_610.csv,False,RCA
image/deepblink_96.tif,csv/deepblink_96.csv,False,deepblink
image/deepspot_200.tif,csv/deepspot_200.csv,True,deepspot
image/simfish_415.tif,csv/simfish_415.csv,True,simfish
image/simfish_248.tif,csv/simfish_248.csv,True,simfish
image/RCA_330.tif,csv/RCA_330.csv,False,RCA
image/RCA_313.tif,csv/RCA_313.csv,False,RCA
image/RCA_765.tif,csv/RCA_765.csv,False,RCA
image/RCA_332.tif,csv/RCA_332.csv,False,RCA
image/RCA_689.tif,csv/RCA_689.csv,False,RCA
image/simfish_34.tif,csv/simfish_34.csv,True,simfish
image/RCA_964.tif,csv/RCA_964.csv,False,RCA
image/simfish_1.tif,csv/simfish_1.csv,True,simfish
image/deepblink_28.tif,csv/deepblink_28.csv,False,deepblink
image/deepspot_406.tif,csv/deepspot_406.csv,True,deepspot
image/deepspot_131.tif,csv/deepspot_131.csv,True,deepspot
image/simfish_481.tif,csv/simfish_481.csv,True,simfish
image/deepblink_139.tif,csv/deepblink_139.csv,False,deepblink
image/simfish_129.tif,csv/simfish_129.csv,True,simfish
image/RCA_325.tif,csv/RCA_325.csv,False,RCA
image/deepspot_118.tif,csv/deepspot_118.csv,True,deepspot
image/RCA_969.tif,csv/RCA_969.csv,False,RCA
image/deepspot_220.tif,csv/deepspot_220.csv,True,deepspot
image/deepblink_624.tif,csv/deepblink_624.csv,False,deepblink
image/deepblink_459.tif,csv/deepblink_459.csv,False,deepblink
image/RCA_112.tif,csv/RCA_112.csv,False,RCA
image/RCA_936.tif,csv/RCA_936.csv,False,RCA
image/deepblink_273.tif,csv/deepblink_273.csv,False,deepblink
image/RCA_878.tif,csv/RCA_878.csv,False,RCA
image/deepspot_150.tif,csv/deepspot_150.csv,True,deepspot
image/RCA_573.tif,csv/RCA_573.csv,False,RCA
image/simfish_179.tif,csv/simfish_179.csv,True,simfish
image/RCA_47.tif,csv/RCA_47.csv,False,RCA
image/deepblink_250.tif,csv/deepblink_250.csv,False,deepblink
image/RCA_337.tif,csv/RCA_337.csv,False,RCA
image/simfish_132.tif,csv/simfish_132.csv,True,simfish
image/deepspot_476.tif,csv/deepspot_476.csv,True,deepspot
image/simfish_81.tif,csv/simfish_81.csv,True,simfish
image/simfish_21.tif,csv/simfish_21.csv,True,simfish
image/deepblink_233.tif,csv/deepblink_233.csv,False,deepblink
image/deepblink_29.tif,csv/deepblink_29.csv,False,deepblink
image/RCA_431.tif,csv/RCA_431.csv,False,RCA
image/deepblink_398.tif,csv/deepblink_398.csv,False,deepblink
image/deepspot_376.tif,csv/deepspot_376.csv,True,deepspot
image/deepblink_606.tif,csv/deepblink_606.csv,False,deepblink
image/simfish_264.tif,csv/simfish_264.csv,True,simfish
image/deepblink_378.tif,csv/deepblink_378.csv,False,deepblink
image/RCA_923.tif,csv/RCA_923.csv,False,RCA
image/RCA_1050.tif,csv/RCA_1050.csv,False,RCA
image/RCA_905.tif,csv/RCA_905.csv,False,RCA
image/RCA_282.tif,csv/RCA_282.csv,False,RCA
image/simfish_467.tif,csv/simfish_467.csv,True,simfish
image/simfish_326.tif,csv/simfish_326.csv,True,simfish
image/deepblink_170.tif,csv/deepblink_170.csv,False,deepblink
image/RCA_475.tif,csv/RCA_475.csv,False,RCA
image/RCA_214.tif,csv/RCA_214.csv,False,RCA
image/RCA_392.tif,csv/RCA_392.csv,False,RCA
image/deepspot_51.tif,csv/deepspot_51.csv,True,deepspot
image/simfish_330.tif,csv/simfish_330.csv,True,simfish
image/RCA_1115.tif,csv/RCA_1115.csv,False,RCA
image/deepspot_295.tif,csv/deepspot_295.csv,True,deepspot
image/deepspot_256.tif,csv/deepspot_256.csv,True,deepspot
image/deepblink_121.tif,csv/deepblink_121.csv,False,deepblink
image/RCA_34.tif,csv/RCA_34.csv,False,RCA
image/deepblink_130.tif,csv/deepblink_130.csv,False,deepblink
image/deepspot_398.tif,csv/deepspot_398.csv,True,deepspot
image/RCA_329.tif,csv/RCA_329.csv,False,RCA
image/RCA_490.tif,csv/RCA_490.csv,False,RCA
image/deepblink_228.tif,csv/deepblink_228.csv,False,deepblink
image/RCA_1207.tif,csv/RCA_1207.csv,False,RCA
image/deepspot_236.tif,csv/deepspot_236.csv,True,deepspot
image/RCA_1221.tif,csv/RCA_1221.csv,False,RCA
image/RCA_754.tif,csv/RCA_754.csv,False,RCA
image/deepspot_496.tif,csv/deepspot_496.csv,True,deepspot
image/simfish_96.tif,csv/simfish_96.csv,True,simfish
image/deepspot_409.tif,csv/deepspot_409.csv,True,deepspot
image/simfish_413.tif,csv/simfish_413.csv,True,simfish
image/RCA_1204.tif,csv/RCA_1204.csv,False,RCA
image/deepblink_9.tif,csv/deepblink_9.csv,False,deepblink
image/deepblink_543.tif,csv/deepblink_543.csv,False,deepblink
image/RCA_1216.tif,csv/RCA_1216.csv,False,RCA
image/deepblink_279.tif,csv/deepblink_279.csv,False,deepblink
image/simfish_136.tif,csv/simfish_136.csv,True,simfish
image/deepspot_475.tif,csv/deepspot_475.csv,True,deepspot
image/deepblink_311.tif,csv/deepblink_311.csv,False,deepblink
image/RCA_817.tif,csv/RCA_817.csv,False,RCA
image/deepblink_179.tif,csv/deepblink_179.csv,False,deepblink
image/deepspot_308.tif,csv/deepspot_308.csv,True,deepspot
